Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S15490700012,11/04/2013,4296,Circle B Market,111 MAIN ST,KEOSAUQUA,52565,POINT (-91.962466 40.7294),89,Van Buren,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,1,11.88,0.60,0.16
S22860300092,12/10/2014,3925,Johncy's Liquor Store Inc,585 HWY 965 S  STE E,NORTH LIBERTY,52317,POINT (-91.60761 41.738129),48,Iowa,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,71441,After Shock Cinnamon Liqueur Mini,12,500,15.83,23.75,2,47.50,1.00,0.26
S17526400067,02/24/2014,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1022100,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,27.00,40.50,12,486.00,9.00,2.38
S24051100021,02/16/2015,2841,CVS Pharmacy #8532 / Cedar Rapids,2711 MT VERNON RD,CEDAR RAPIDS,52403,POINT (-91.62746800000001 41.976883),57,Linn,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34030,Absolut Citron (lemon Vodka),12,750,11.49,17.24,3,51.72,2.25,0.59
S13690500093,08/01/2013,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,POINT (-91.518868 41.676095),52,Johnson,1062300,FLAVORED RUM,65,Jim Beam Brands,44419,Cruzan Black Cherry Rum,12,750,6.82,10.24,3,30.72,2.25,0.59
S22673200004,12/03/2014,4836,Kum & Go #52 / Iowa City,25 W BURLINGTON ST,IOWA CITY,52240,POINT (-91.537252 41.657904),52,Johnson,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,9.00,13.50,12,162.00,9.00,2.38
S27829300022,09/10/2015,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,Jasper,1031200,VODKA FLAVORED,260,Diageo Americas,77852,Smirnoff Watermelon,12,750,8.25,12.38,1,12.38,0.75,0.20
S26107300026,06/09/2015,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19476,Maker's Mark,12,750,16.00,24.40,12,292.80,9.00,2.38
S22641200013,12/01/2014,2958,Dahl's / E 33rd,3400 E 33 ST,DES MOINES,50317,POINT (-93.551522 41.62616),77,Polk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37336,Uv Vodka,12,750,6.25,9.50,12,114.00,9.00,2.38
S18725100002,05/01/2014,4642,Liquor and Tobacco Outlet / Univ Ave,2844 UNIVERSITY AVE,WATERLOO,50701,POINT (-92.382928 42.498321),07,Black Hawk,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75212,Kinky Blue Mini,6,500,4.96,7.44,6,44.64,3.00,0.79
S14234400161,08/29/2013,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1022100,TEQUILA,395,Proximo,89212,Jose Cuervo Black Medallion,12,750,12.50,18.74,2,37.48,1.50,0.40
S16371400032,12/18/2013,3825,Shop N Save #2 / E 14th,1372 E 14TH ST,DES MOINES,50316,POINT (-93.600499 41.604893),77,Polk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32234,Seagrams Extra Dry Gin,24,375,3.39,5.09,24,122.16,9.00,2.38
S06733100048,07/24/2012,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,POINT (-91.403752 40.41538),56,Lee,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34359,Grey Goose Vodka,12,200,4.86,7.29,3,21.87,0.60,0.16
S14027400009,08/21/2013,4073,"Uptown Liquor, Llc",306 HWY 69 SOUTH,FOREST CITY,50436,POINT (-93.633306 43.261538),95,Winnebago,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,19.42,29.14,6,174.84,10.50,2.77
S23949200003,02/10/2015,5005,Laurens Food Pride,410 W MAIN ST,LAURENS,50554,POINT (-94.853219 42.846725),76,Pocahontas,1031080,VODKA 80 PROOF,297,Laird And Company,35917,Five O'clock Vodka,12,1000,4.17,6.26,12,75.12,12.00,3.17
S17134600085,01/30/2014,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,POINT (-93.739105 41.629364),77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,12,161.64,9.00,2.38
S26078600004,06/09/2015,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,POINT (-93.771698 41.688332),77,Polk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32238,Seagrams Extra Dry Gin,6,1750,11.99,17.99,6,107.94,10.50,2.77
S10170100034,01/22/2013,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,POINT (-95.149955 43.331525),30,Dickinson,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37347,Phillips Vodka,12,1000,4.00,6.01,72,432.72,72.00,19.02
S13844600008,08/12/2013,3728,Brewski's Beverage,726 CREEK TOP,COUNCIL BLUFFS,51503,POINT (-95.854809 41.262316),78,Pottawattamie,1081600,WHISKEY LIQUEUR,284,Charles Jacquin/Independent Spirits,77472,Sweet Revenge,6,750,10.98,16.47,6,98.82,4.50,1.19
S16609600082,12/30/2013,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,POINT (-93.465301 41.644041),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19061,Jim Beam Mini,12,500,6.83,10.24,1,10.24,0.50,0.13
S11739200041,04/18/2013,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,POINT (-91.530225 41.656031),52,Johnson,1011100,BLENDED WHISKIES,260,Diageo Americas,25601,Seagrams 7 Crown Bl Whiskey Mini,12,500,6.17,9.25,1,9.25,0.50,0.13
S10061600021,01/15/2013,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1081400,TRIPLE SEC,65,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.21,3.32,12,39.84,12.00,3.17
S24086400033,02/17/2015,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,POINT (-95.385111 40.761736),73,Page,1081200,CREAM LIQUEURS,434,Luxco-St Louis,68846,St. Brendan's Superior Irish Cream Liqueur,12,750,7.69,11.54,2,23.08,1.50,0.40
S23471300005,01/13/2015,4446,QUIK TRIP #513 / URBANDALE,4600 MERLE HAY RD,URBANDALE,50322,POINT (-93.697999 41.644296),77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58,3.00,0.79
S26804100005,07/16/2015,3437,Scott's Foods,1120 SUNSET DRIVE,NORWALK,50211,POINT (-93.67803700000002 41.479944),91,Warren,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,6,162.84,4.50,1.19
S28675200026,10/26/2015,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT (-91.668909 42.034799),57,Linn,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86888,Southern Comfort PET,6,1750,20.26,30.39,6,182.34,10.50,2.77
S23486000001,01/14/2015,4701,Walgreens #11193 / Boone,310 STORY ST,BOONE,50036,POINT (-93.879992 42.059115),08,Boone,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21.00,5.55
S26091600050,06/09/2015,3728,Brewski's Beverage,726 CREEK TOP,COUNCIL BLUFFS,51503,POINT (-95.854809 41.262316),78,Pottawattamie,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,11.00,16.50,3,49.50,3.00,0.79
S19107100012,05/21/2014,2585,Hy-Vee Wine and Spirits / Algona,1516 HIGHWAY 169 NORTH,ALGONA,50511,POINT (-94.236003 43.081288),55,Kossuth,1071100,AMERICAN COCKTAILS,395,Proximo,58835,Jose Cuervo Authentic Lime Margarita,6,800,4.62,6.92,6,41.52,4.80,1.27
S23531100051,01/15/2015,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1062310,SPICED RUM,395,Proximo,46504,Kraken Black Spiced Rum,12,750,10.00,15.00,2,30.00,1.50,0.40
S14334400006,09/05/2013,4711,Walgreens #06154 / Dubuque,2260 JOHN F KENNEDY RD,DUBUQUE,52002,POINT (-90.720519 42.511486),31,Dubuque,1081312,BUTTERSCOTCH SCHNAPPS,380,Phillips Beverage Company,83363,Ice Hole Butterscotch Schnapps,12,750,5.15,7.73,12,92.76,9.00,2.38
S11538200018,04/09/2013,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,POINT (-91.910502 42.677024),33,Fayette,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.60,11.40,6,68.40,10.50,2.77
S27736400007,09/04/2015,2554,Hy-Vee Food Store / Davenport,3019 ROCKINGHAM ROAD,DAVENPORT,52802,POINT (-90.620725 41.510523),82,Scott,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22786,Beam's 8 Star Bl Whiskey,12,750,3.67,5.51,12,66.12,9.00,2.38
S29082200005,11/16/2015,4549,Casey's General Store #2913 / Colo,702 US HWY 65,COLO,50056,POINT (-93.309393 42.014866),85,Story,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36901,McCormick Vodka Mini,6,500,4.67,7.01,6,42.06,3.00,0.79
S27326100032,08/13/2015,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,POINT (-93.235588 43.148451),17,Cerro Gordo,1031080,VODKA 80 PROOF,301,Fifth Generation Inc.,38176,Titos Vodka,12,750,9.65,14.48,12,173.76,9.00,2.38
S23969000104,02/11/2015,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT (-93.519187 41.598109),77,Polk,1022100,TEQUILA,395,Proximo,89193,Jose Cuervo Especial Reposado Tequila,48,200,3.00,4.50,4,18.00,0.80,0.21
S19669000046,06/25/2014,3776,Wal-Mart 5115 / Davenport,3101 WEST KIMBERLY RD,DAVENPORT,52806,POINT (-90.620069 41.559268),82,Scott,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14,10.50,2.77
S07191600029,08/20/2012,3791,Pit Stop Liquor and Tobacco,111 E HARRISON ST,JEFFERSON,50129,POINT (-94.374156 42.014308),37,Greene,1011100,BLENDED WHISKIES,300,Mccormick Distilling Company,24706,Mccormick Blend Whiskey,12,750,3.36,5.03,1,5.03,0.75,0.20
S23587300071,01/20/2015,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,POINT (-93.621824 41.705188),77,Polk,1081380,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84170,99 Bananas,12,750,7.80,11.70,2,23.40,1.50,0.40
S18967900007,05/14/2014,4963,Jeff's Market / Durant,"408, 6TH AVE",DURANT,52747,POINT (-90.911744 41.600606),16,Cedar,1031080,VODKA 80 PROOF,260,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,4.75,7.13,2,14.26,0.75,0.20
S18267900004,04/07/2014,4794,Smokin' Joe's #17 Tobacco and Liquor,110 S ROOSEVELT HWY 61,BURLINGTON,52601,POINT (-91.141203 40.80943700000001),29,Des Moines,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19064,Jim Beam,24,375,4.76,7.14,24,171.36,9.00,2.38
S22811700032,12/08/2014,2535,Hy-Vee Food Store #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,Polk,1012100,CANADIAN WHISKIES,260,Diageo Americas,10807,Crown Royal Regal Apple,12,750,15.00,22.50,36,810.00,27.00,7.13
S26441000147,06/26/2015,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,07,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22121,Wild Turkey 81,12,750,11.40,17.10,3,51.30,2.25,0.59
S14377600100,09/06/2013,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,Linn,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,3.07,4.60,24,110.40,9.00,2.38
S16029100025,12/02/2013,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,34189,Effen Black Cherry Vodka,6,750,13.12,19.68,6,118.08,4.50,1.19
S29237600017,11/30/2015,4126,Sam's Mainstreet Market / Solon,123 E MAIN ST,SOLON,52333,POINT (-91.494611 41.807199),52,Johnson,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.60,11.40,6,68.40,10.50,2.77
S26921200021,07/22/2015,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,,77,Polk,1081400,TRIPLE SEC,434,Luxco-St Louis,86506,Paramount Triple Sec,12,750,3.42,5.13,12,61.56,9.00,2.38
S28000500020,09/21/2015,2460,"Liquor Barn, Inc.",721 CENTRAL AVENUE WEST,HAMPTON,50441,POINT (-93.21693 42.741728),35,Franklin,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,7.84,11.76,12,141.12,21.00,5.55
S22463600020,11/19/2014,3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,POINT (-96.394671 42.495324),97,Woodbury,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,24,423.12,24.00,6.34
S26511500088,06/30/2015,3417,Big G Food Store,PO BOX 261  310 W DILLON,MARENGO,52301,,48,Iowa,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",35435,Svedka Traveler,12,750,8.25,12.38,3,37.14,2.25,0.59
S24484300121,03/11/2015,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1012200,SCOTCH WHISKIES,35,"Bacardi U.S.A., Inc.",4867,Dewars White Label Scotch,12,1000,16.87,25.31,6,151.86,6.00,1.59
S15010500018,10/09/2013,3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,POINT (-90.609747 41.589369),82,Scott,1031080,VODKA 80 PROOF,55,Sazerac North America,37935,Skol Vodka Traveler,12,750,3.64,5.45,12,65.40,9.00,2.38
S17450200010,02/18/2014,4877,World Liquor & Tobacco,1775 NW 86TH ST,CLIVE,50325,POINT (-93.736232 41.607853),77,Polk,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.80,2.69,24,64.56,9.00,2.38
S28821000003,11/03/2015,4956,The Cooler,"4920, JOHNSON AVE NW",CEDAR RAPIDS,52405,POINT (-91.734311 41.967997),57,Linn,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,49189,Remy Martin Vsop Cognac,24,200,5.70,8.55,12,102.60,2.40,0.63
S05117400020,04/18/2012,4068,Sa Petro Mart,136  1ST ST,WEST DES MOINES,50265,POINT (-93.703344 41.570743),77,Polk,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69945,Rumple Minze Peppermint Schnapps Liqueur,12,375,6.53,9.79,3,29.37,1.12,0.30
S16448500017,12/21/2013,2562,Hy-Vee Food Store / Fort Dodge,115 SOUTH 29TH ST,FORT DODGE,50501,POINT (-94.15824700000002 42.504742),94,Webster,1101100,AMERICAN ALCOHOL,434,Luxco-St Louis,41846,Everclear Alcohol,12,750,8.75,13.13,12,157.56,9.00,2.38
S25196400022,04/21/2015,3514,Karen's Spirits and Wine,328  2ND AVE S,FORT DODGE,50501,POINT (-94.192501 42.502311),94,Webster,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.75,23.63,12,283.56,12.00,3.17
S23610200003,01/21/2015,5010,Sac City Food Pride,106 S 16TH ST,SAC CITY,50583,POINT (-95.002637 42.422404),81,Sac,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.68,42,658.56,73.50,19.42
S20280400022,07/23/2014,4964,Jeff's Market / Wilton,101 E 4TH ST,WILTON,52778,POINT (-91.016579 41.58873),70,Muscatine,1031080,VODKA 80 PROOF,55,Sazerac North America,35946,Fleischmann's Royal Vodka,12,750,3.31,4.97,1,4.97,0.75,0.20
S17573500020,02/25/2014,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,POINT (-94.013374 41.336405),61,Madison,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58,3.00,0.79
S12542400023,06/04/2013,4489,Casey's General Store #2763 / Cedar,641 EDGEWOOD RD NW,CEDAR RAPIDS,52405,POINT (-91.715925 41.979772),57,Linn,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.80,2.69,12,32.28,4.50,1.19
S17991200077,03/19/2014,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,,77,Polk,1062310,SPICED RUM,300,Mccormick Distilling Company,74752,Hook's Spiced Rum,12,750,5.94,9.91,12,118.92,9.00,2.38
S23454500020,01/13/2015,3783,Dyno's Wine and Spirits / Pocahontas,14 1/2 E ELM,POCAHONTAS,50574,POINT (-94.66731100000001 42.732607),76,Pocahontas,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58,3.00,0.79
S22747600001,12/08/2014,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),07,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,558,Crown Royal w/2 Glasses,4,1750,31.99,47.99,60,2879.40,105.00,27.74
S22569800033,11/22/2014,2641,Hy-Vee Drugstore / Council Bluffs,757 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.855054 41.261673),78,Pottawattamie,1081380,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,81124,99 Peppermint Mini,10,600,5.94,8.91,20,178.20,12.00,3.17
S27396500012,08/19/2015,3789,Wal-Mart 1393 / Oskaloosa,2203 A AVENUE WEST,OSKALOOSA,52577,POINT (-92.669924 41.298516),62,Mahaska,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,15.07,22.61,12,271.32,9.00,2.38
S08366900064,10/16/2012,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,POINT (-95.149955 43.331525),30,Dickinson,1081400,TRIPLE SEC,434,Luxco-St Louis,86506,Paramount Triple Sec,12,750,3.33,4.99,2,9.98,1.50,0.40
S27895800073,09/15/2015,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,Dubuque,1031200,VODKA FLAVORED,260,Diageo Americas,77647,Smirnoff Citrus,12,750,8.25,12.38,1,12.38,0.75,0.20
S10544800031,02/12/2013,4222,Station Mart Liquor and Tobbacco,3594 LAFAYETTE ST,EVANSDALE,50707,,07,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),77776,Wild Turkey American Honey,12,750,10.50,15.75,3,47.25,2.25,0.59
S05732800014,05/25/2012,4581,Prime Mart / Cedar Falls,2728 CENTER ST,CEDAR FALLS,50613,POINT (-92.455972 42.561054),07,Black Hawk,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,1,11.88,0.60,0.16
S21922300065,10/22/2014,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,Dubuque,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,7.84,11.76,6,70.56,10.50,2.77
S18367000018,04/10/2014,4988,Happy's Wine & Spirits,5925 UNIVERSITY AVE,CEDAR FALLS,50613,POINT (-92.429331 42.512766),07,Black Hawk,1012200,SCOTCH WHISKIES,260,Diageo Americas,5329,Johnnie Walker Blue,6,750,130.00,195.00,2,390.00,1.50,0.40
S13602000038,07/29/2013,4222,Station Mart Liquor and Tobbacco,3594 LAFAYETTE ST,EVANSDALE,50707,,07,Black Hawk,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,1,11.88,0.60,0.16
S13697700038,08/01/2013,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,Polk,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53214,Paul Masson Grande Amber Brandy,24,375,3.05,4.57,48,219.36,18.00,4.76
S15384200069,10/28/2013,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1022200,,85,Brown-Forman Corporation,3657,Herradura Gold Reposado 6pak,6,750,23.58,35.36,12,424.32,9.00,2.38
S28397100019,10/12/2015,4967,Jeff's Market / Blue Grass,"102, W MAYNE ST",BLUE GRASS,52726,POINT (-90.766126 41.509119),82,Scott,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24451,Kessler Blend Whiskey Mini,12,500,5.23,7.85,1,7.85,0.50,0.13
S19773200085,06/26/2014,2487,Anamosa Family Foods,402 EAST MAIN,ANAMOSA,52205,POINT (-91.281344 42.108275),53,Jones,1071100,AMERICAN COCKTAILS,308,"Mango Bottling, Inc.",77545,Tooters Apple-Tini Mini,12,375,5.75,8.62,1,8.62,0.38,0.10
S14283400049,09/03/2013,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,POINT (-95.899346 41.557404),43,Harrison,1081400,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,1000,3.75,5.62,5,28.10,5.00,1.32
S06555400067,07/12/2012,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52186,Christian Bros Grand Reserve Vsop,12,750,6.55,9.83,12,117.96,9.00,2.38
S20022700008,07/09/2014,4463,Casey's General Store #3031 / Garner,145 US HWY 18 W,GARNER,50438,POINT (-93.603007 43.105833),41,Hancock,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,14.75,22.13,12,265.56,9.00,2.38
S21593800037,10/06/2014,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Brands,18048,Evan Williams Green Label,6,1750,9.94,14.91,6,89.46,10.50,2.77
S06524300029,07/11/2012,3705,Liquor Locker,507 1ST AVE #100,ROCK RAPIDS,51246,,60,Lyon,1041200,AMERICAN SLOE GINS,434,Luxco-St Louis,33716,Paramount Sloe Gin,12,750,4.00,6.00,2,12.00,1.50,0.40
S17806600113,03/10/2014,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,POINT (-91.60978 41.976835),57,Linn,1042100,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28088,Beefeater Gin,6,1750,22.49,33.74,1,33.74,1.75,0.46
S21281600008,09/17/2014,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.13,6,132.78,10.50,2.77
S20862200013,08/26/2014,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77,Polk,1031080,VODKA 80 PROOF,421,"Sazerac Co., Inc.",38088,Platinum 7x Vodka,6,1750,9.44,14.16,60,849.60,105.00,27.74
S04387400029,03/05/2012,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,POINT (-95.79375 42.165915),67,Monona,1032200,IMPORTED VODKA - MISC,277,Stoli Group,34871,Stolichnaya Razberi Vodka 75 Proof,12,1000,16.18,24.27,2,48.54,2.00,0.53
S19224000037,05/28/2014,3818,Round Window Liquor,703 W PLEASANT ST,KNOXVILLE,50138,POINT (-93.10564100000002 41.320746),63,Marion,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,18.49,27.74,1,27.74,1.00,0.26
S05745400002,05/25/2012,4219,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,POINT (-93.396651 43.142775),17,Cerro Gordo,1022100,TEQUILA,370,Pernod Ricard USA/Austin Nichols,87150,Avion Silver,6,750,24.73,37.10,1,37.10,0.75,0.20
S20616100042,08/12/2014,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.602372 41.526289),77,Polk,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,1750,7.43,11.15,6,66.90,10.50,2.77
S06848100018,07/31/2012,3584,L and M Beverage,1011 S FREDERICK M/A PO BX 572,OELWEIN,50662,,33,Fayette,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81207,Paramount Peppermint Schnapps,12,1000,4.05,6.08,12,72.96,12.00,3.17
S09765300012,12/28/2012,4672,The Pit Stop / River City Liquor,402 S HWY 52,GUTTENBERG,52052,POINT (-91.100471 42.782424000000006),22,Clayton,1031080,VODKA 80 PROOF,260,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,7.96,11.94,2,23.88,1.50,0.40
S29333100013,11/30/2015,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,POINT (-90.659692 42.06922000000001),49,Jackson,1031080,VODKA 80 PROOF,297,Laird And Company,35914,Five O'clock Vodka,24,375,1.93,2.90,24,69.60,9.00,2.38
